filepath	target
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image70.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image71.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image72.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image73.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image74.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image75.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image76.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image77.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image78.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image79.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image80.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image81.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image82.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image83.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image84.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image85.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image86.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image87.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image88.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image89.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image90.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image91.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image92.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image93.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image94.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image95.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image96.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image97.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image98.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image99.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image100.jpg	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image101.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image102.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image103.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image104.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image105.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image106.jpg	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image107.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image108.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image109.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image110.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image111.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image112.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image113.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image114.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image115.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image116.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image117.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image118.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image119.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image120.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image121.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image122.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image123.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image124.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image125.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image126.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image127.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image128.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image129.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image130.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image131.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image132.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image133.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image134.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image135.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image136.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image137.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image138.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image139.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image140.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image141.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image142.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image143.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image144.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image145.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image146.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image147.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image148.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image149.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image150.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image151.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image152.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image153.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image154.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image155.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image156.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image157.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image158.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image159.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image160.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image161.jpg	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image162.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image163.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image164.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image165.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image166.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image167.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image168.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image169.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image170.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image171.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image172.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image173.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image174.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image175.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image176.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image177.jpg	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image178.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image179.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image180.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image181.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image182.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image183.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image184.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image185.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image186.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image187.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image188.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image189.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image190.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image191.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image192.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image193.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image194.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image195.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image196.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image197.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image198.jpg	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image199.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
